Aesthetic,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_Luminance,Mean_Saturation,Contrast,Color1_R,Color1_G,Color1_B,Color1_Hue,Color2_R,Color2_G,Color2_B,Color2_Hue,Color3_R,Color3_G,Color3_B,Color3_Hue,Color4_R,Color4_G,Color4_B,Color4_Hue,Color5_R,Color5_G,Color5_B,Color5_Hue
Dark Academia,126.4,120.8,117.0,59.681152803879385,57.47138418378315,54.343352859388425,121.7162,0.06841496031391502,161.698,49,47,47,82,78,77,117,111,108,168,160,153,216,208,200,0.0,12.000000000000105,20.00000000000003,28.000000000000007,30.0
Dark Academia,122.8,116.2,108.8,67.33617155734353,65.867746279951,63.91056250730391,117.06888,0.12613619472315124,188.27679999999998,39,36,34,72,68,62,112,103,95,161,150,136,230,224,217,23.99999999999998,36.0,28.235294117647065,33.60000000000002,32.3076923076923
Dark Academia,127.2,122.6,118.6,63.83228023500335,64.07058607504695,61.8275019712102,123.28916,0.07704782090623462,178.7794,46,43,42,80,73,71,116,111,107,168,164,158,226,222,215,15.000000000000053,13.333333333333293,26.66666666666668,36.00000000000007,38.181818181818244
Dark Academia,125.4,118.4,109.6,64.45959975054143,64.46270239448545,61.121518305748914,119.25283999999999,0.14266732765511356,181.8476,44,40,37,79,71,65,114,103,95,162,156,140,228,222,211,25.714285714285698,25.71428571428573,25.263157894736842,43.636363636363676,38.82352941176471
Dark Academia,113.4,109.6,105.8,61.775723387104094,61.134605584725904,60.476110986074495,110.13352,0.084244124619172,172.06820000000002,31,29,27,67,64,60,108,103,99,157,151,146,204,201,197,30.0,34.28571428571427,26.66666666666668,27.272727272727288,34.28571428571415
Dark Academia,125.2,120.8,114.8,63.59056533794931,63.47408920181526,59.92795674808212,121.30223999999998,0.08953814113559626,174.35019999999997,39,36,35,75,71,68,124,117,111,174,169,159,214,211,201,14.999999999999947,25.71428571428573,27.69230769230767,39.999999999999964,46.15384615384608
Dark Academia,125.0,117.2,114.4,68.23781942588728,66.31259307250772,64.41304215762518,118.65612000000002,0.09713111140697347,185.702,35,31,32,74,67,65,116,108,105,175,164,158,225,216,212,345.0,13.333333333333366,16.363636363636378,21.176470588235325,18.461538461538424
Dark Academia,128.2,123.2,119.8,62.89483285612579,61.972251855164984,61.4276810566702,124.01751999999999,0.07616016478707426,172.5656,42,40,38,83,78,75,122,115,111,177,171,166,217,212,209,30.0,22.500000000000025,21.818181818181813,27.272727272727202,22.500000000000135
Dark Academia,126.4,121.2,116.4,63.158847361236724,62.130185900253025,60.437074714118985,121.95896,0.08797235924744692,173.5616,41,39,37,80,75,71,121,113,109,172,167,159,218,212,206,30.0,26.66666666666668,20.0,36.92307692307689,30.000000000000068
Dark Academia,120.0,120.0,120.0,65.02922419958584,65.02922419958584,65.02922419958584,120.0,0.0,180.0,33,33,33,70,70,70,115,115,115,169,169,169,213,213,213,0.0,0.0,0.0,0.0,0.0
Dark Academia,119.4,119.4,119.4,72.67626847878199,72.67626847878199,72.67626847878199,119.4,0.0,195.0,30,30,30,61,61,61,102,102,102,179,179,179,225,225,225,0.0,0.0,0.0,0.0,0.0
Dark Academia,124.0,124.0,124.0,70.95632459478155,70.95632459478155,70.95632459478155,124.0,0.0,192.99999999999997,37,37,37,66,66,66,110,110,110,177,177,177,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,111.8,111.8,111.8,76.98934991282884,76.98934991282884,76.98934991282884,111.8,0.0,200.0,25,25,25,51,51,51,79,79,79,179,179,179,225,225,225,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.6,127.6,127.6,69.04085746860333,69.04085746860333,69.04085746860333,127.6,0.0,189.99999999999997,40,40,40,74,74,74,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,126.2,126.2,126.2,69.470569308161,69.470569308161,69.470569308161,126.2,0.0,188.99999999999997,41,41,41,71,71,71,110,110,110,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.4,127.4,127.4,69.7441036934306,69.7441036934306,69.7441036934306,127.4,0.0,194.99999999999997,35,35,35,78,78,78,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,123.4,123.4,123.4,72.50268960528291,72.50268960528291,72.50268960528291,123.4,0.0,197.99999999999997,32,32,32,66,66,66,110,110,110,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,129.2,129.2,129.2,67.41335179324642,67.41335179324642,67.41335179324642,129.2,0.0,185.99999999999997,44,44,44,78,78,78,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,119.6,119.6,119.6,72.4309326185988,72.4309326185988,72.4309326185988,119.6,0.0,194.0,31,31,31,61,61,61,102,102,102,179,179,179,225,225,225,0.0,0.0,0.0,0.0,0.0
Dark Academia,126.0,126.0,126.0,70.68521769082982,70.68521769082982,70.68521769082982,126.0,0.0,193.99999999999997,36,36,36,70,70,70,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.8,127.8,127.8,68.78778961414591,68.78778961414591,68.78778961414591,127.8,0.0,188.99999999999997,41,41,41,74,74,74,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,125.4,125.4,125.4,71.0847381650942,71.0847381650942,71.0847381650942,125.4,0.0,192.99999999999997,37,37,37,66,66,66,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.0,127.0,127.0,69.51546590507755,69.51546590507755,69.51546590507755,127.0,0.0,189.99999999999997,40,40,40,71,71,71,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,130.0,130.0,130.0,66.50714247357196,66.50714247357196,66.50714247357196,130.0,0.0,182.99999999999997,47,47,47,79,79,79,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,125.8,125.8,125.8,70.75422248883808,70.75422248883808,70.75422248883808,125.8,0.0,192.99999999999997,37,37,37,68,68,68,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.4,127.4,127.4,69.01767889461365,69.01767889461365,69.01767889461365,127.4,0.0,187.99999999999997,42,42,42,71,71,71,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,124.0,124.0,124.0,72.85876748888907,72.85876748888907,72.85876748888907,124.0,0.0,199.99999999999997,30,30,30,66,66,66,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.4,127.4,127.4,69.3991354413007,69.3991354413007,69.3991354413007,127.4,0.0,191.99999999999997,38,38,38,75,75,75,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,124.6,124.6,124.6,72.2844381592608,72.2844381592608,72.2844381592608,124.6,0.0,198.99999999999997,31,31,31,68,68,68,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.4,127.4,127.4,69.1045584603505,69.1045584603505,69.1045584603505,127.4,0.0,188.99999999999997,41,41,41,72,72,72,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,126.0,126.0,126.0,70.68521769082982,70.68521769082982,70.68521769082982,126.0,0.0,193.99999999999997,36,36,36,70,70,70,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,127.4,127.4,127.4,69.3991354413007,69.3991354413007,69.3991354413007,127.4,0.0,191.99999999999997,38,38,38,75,75,75,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,125.0,125.0,125.0,71.58491461194879,71.58491461194879,71.58491461194879,125.0,0.0,194.99999999999997,35,35,35,66,66,66,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,124.6,124.6,124.6,72.2844381592608,72.2844381592608,72.2844381592608,124.6,0.0,198.99999999999997,31,31,31,68,68,68,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,128.0,128.0,128.0,69.07387349787183,69.07387349787183,69.07387349787183,128.0,0.0,192.99999999999997,37,37,37,79,79,79,115,115,115,179,179,179,230,230,230,0.0,0.0,0.0,0.0,0.0
Dark Academia,139.4,121.8,108.6,58.99016867241524,61.79773458630988,61.607142443064184,124.58872,0.28097634596209076,168.513,61,43,31,90,71,54,140,117,106,184,164,155,222,214,197,24.0,28.333333333333336,19.41176470588233,18.62068965517246,40.8
Dark Academia,122.2,117.6,113.4,61.92059431239336,59.93863528643274,57.552063386120224,118.27472,0.07164708812199631,168.6298,42,40,39,75,72,70,114,110,106,165,158,151,215,208,201,19.999999999999957,23.999999999999936,30.0,30.0,30.0
Dark Academia,126.4,106.6,98.8,61.620126582148465,59.67445014409433,56.9013180866665,110.24632,0.25159927165540796,168.34099999999998,44,31,31,80,61,52,122,98,89,169,144,133,217,199,189,0.0,19.28571428571429,16.363636363636378,18.33333333333332,21.428571428571423
Dark Academia,119.0,115.2,109.8,64.12175917736506,63.16771327189231,60.93078039874428,115.61799999999998,0.08746409597201941,177.20459999999997,35,33,31,70,67,63,113,108,103,162,158,150,215,210,202,30.00000000000003,34.28571428571427,30.0,40.00000000000004,36.92307692307689
Dark Academia,137.0,121.8,109.8,58.20309270133332,57.50617358162513,54.7883199231369,124.16512,0.22505119710720298,162.42239999999998,59,48,41,92,79,68,135,114,102,177,157,142,222,211,196,23.33333333333332,27.500000000000007,21.81818181818182,25.71428571428573,34.61538461538457
Dark Academia,129.0,114.8,100.2,63.387695966961914,61.44721311825297,57.29362966334041,116.7648,0.2552996923586941,172.19659999999996,46,38,31,79,67,55,125,105,89,172,154,135,223,210,191,28.0,30.0,26.666666666666664,30.81081081081079,35.62499999999998
